Factura;Fecha;Zona;Ciudad;Vendedor;Producto;Color;Cantidad;V. unitario;V. total
516;21/01/2022;Norte;Cali;Erika;Chaqueta;Verde;16;130000;2080000
517;22/01/2022;Sur;Cali;Sonia;Falda;Azul;15;65000;975000
518;23/01/2022;Centro;Barranquilla;Erika;Camisa;Blanco;45;45000;2025000
518;23/01/2022;Centro;Bogotá;Sonia;Chaqueta;Negro;9;130000;1170000
519;23/01/2022;Sur;Bogotá;Sonia;Falda;Rojo;12;65000;780000
520;24/01/2022;Sur;Barranquilla;Erika;Zapatos;Negro;43;84000;3612000
520;24/01/2022;Norte;Cali;Claudia;Chaqueta;Rojo;6;130000;780000
520;25/01/2022;Norte;Bogotá;Erika;Buzo;Fucsia;9;52000;468000
521;25/01/2022;Centro;Cali;Fernanda;Pantalón;Azul;38;60000;2280000
521;25/01/2022;Norte;Barranquilla;Sonia;Chaqueta;Fucsia;19;130000;2470000
521;25/01/2022;Centro;Bogotá;Fernanda;Buzo;Rojo;43;52000;2236000
522;26/01/2022;Sur;Cartagena;Claudia;Buzo;Fucsia;47;52000;2444000
522;26/01/2022;Sur;Bogotá;Fernanda;Camisa;Rojo;18;45000;810000
523;26/01/2022;Norte;Cali;Fernanda;Pantalón;Rojo;30;60000;1800000
523;27/01/2022;Sur;Bogotá;Claudia;Camisa;Azul;38;45000;1710000
524;28/01/2022;Centro;Bucaramanga;Claudia;Falda;Verde;45;65000;2925000
525;28/01/2022;Centro;Cali;Fernanda;Falda;Blanco;5;65000;325000
525;28/01/2022;Sur;Bogotá;Erika;Chaqueta;Fucsia;26;130000;3380000
526;29/01/2022;Sur;Bucaramanga;Sonia;Zapatos;Rojo;8;84000;672000
526;29/01/2022;Centro;Cali;Sonia;Camisa;Blanco;45;45000;2025000
526;29/01/2022;Norte;Bogotá;Sonia;Pantalón;Blanco;5;60000;300000
527;29/01/2022;Centro;Bogotá;Claudia;Zapatos;Azul;12;84000;1008000
527;30/01/2022;Norte;Medellín;Erika;Camisa;Blanco;27;45000;1215000
528;30/01/2022;Sur;Medellín;Fernanda;Buzo;Verde;3;52000;156000
528;31/01/2022;Norte;Barranquilla;Erika;Camisa;Amarillo;20;45000;900000
529;31/01/2022;Norte;Cali;Sonia;Zapatos;Gris;14;84000;1176000
530;1/02/2022;Norte;Medellín;Erika;Falda;Azul;25;65000;1625000
531;1/02/2022;Sur;Bucaramanga;Claudia;Buzo;Gris;4;52000;208000
531;1/02/2022;Centro;Cali;Claudia;Camisa;Blanco;48;45000;2160000
531;2/02/2022;Norte;Cali;Fernanda;Pantalón;Azul;1;60000;60000
532;2/02/2022;Sur;Cali;Erika;Zapatos;Gris;45;84000;3780000
532;4/02/2022;Centro;Medellín;Sonia;Falda;Azul;30;65000;1950000
533;4/02/2022;Sur;Bogotá;Erika;Pantalón;Amarillo;19;60000;1140000
533;5/02/2022;Centro;Cali;Erika;Falda;Verde;16;65000;1040000
534;6/02/2022;Norte;Bucaramanga;Claudia;Camisa;Azul;33;45000;1485000
534;7/02/2022;Sur;Medellín;Fernanda;Camisa;Azul;23;45000;1035000
534;7/02/2022;Sur;Cartagena;Claudia;Camisa;Azul;23;45000;1035000
534;7/02/2022;Sur;Bucaramanga;Erika;Zapatos;Negro;27;84000;2268000
534;7/02/2022;Centro;Bucaramanga;Sonia;Zapatos;Azul;13;84000;1092000
535;7/02/2022;Sur;Barranquilla;Claudia;Chaqueta;Verde;25;130000;3250000
535;8/02/2022;Norte;Cartagena;Sonia;Zapatos;Blanco;47;84000;3948000
536;9/02/2022;Centro;Cali;Erika;Falda;Rojo;13;65000;845000
537;9/02/2022;Sur;Bogotá;Fernanda;Camisa;Gris;41;45000;1845000
537;9/02/2022;Norte;Medellín;Erika;Zapatos;Rojo;49;84000;4116000
538;10/02/2022;Norte;Medellín;Sonia;Zapatos;Gris;18;84000;1512000
538;10/02/2022;Norte;Bucaramanga;Sonia;Pantalón;Amarillo;43;60000;2580000
538;10/02/2022;Norte;Cali;Sonia;Zapatos;Fucsia;42;84000;3528000
538;11/02/2022;Sur;Cartagena;Fernanda;Camisa;Rojo;28;45000;1260000
538;11/02/2022;Norte;Bucaramanga;Erika;Falda;Negro;50;65000;3250000
538;12/02/2022;Sur;Bogotá;Erika;Camisa;Amarillo;2;45000;90000
539;12/02/2022;Norte;Cali;Erika;Chaqueta;Rojo;9;130000;1170000
540;13/02/2022;Norte;Cartagena;Erika;Buzo;Amarillo;24;52000;1248000
541;14/02/2022;Norte;Cartagena;Sonia;Zapatos;Gris;5;84000;420000
541;14/02/2022;Sur;Cali;Erika;Camisa;Blanco;33;45000;1485000
541;15/02/2022;Norte;Bogotá;Claudia;Buzo;Gris;48;52000;2496000
542;15/02/2022;Norte;Cartagena;Erika;Chaqueta;Azul;42;130000;5460000
543;15/02/2022;Norte;Bucaramanga;Claudia;Camisa;Blanco;11;45000;495000
544;15/02/2022;Sur;Barranquilla;Erika;Zapatos;Amarillo;32;84000;2688000
545;16/02/2022;Centro;Cartagena;Claudia;Buzo;Blanco;7;52000;364000
546;16/02/2022;Norte;Bogotá;Claudia;Camisa;Verde;15;45000;675000
546;17/02/2022;Centro;Cartagena;Fernanda;Buzo;Verde;25;52000;1300000
546;17/02/2022;Sur;Cali;Fernanda;Zapatos;Amarillo;18;84000;1512000
546;17/02/2022;Sur;Bucaramanga;Sonia;Zapatos;Verde;44;84000;3696000
546;17/02/2022;Sur;Bucaramanga;Claudia;Chaqueta;Gris;24;130000;3120000
546;17/02/2022;Centro;Barranquilla;Claudia;Chaqueta;Verde;30;130000;3900000
546;18/02/2022;Sur;Barranquilla;Sonia;Pantalón;Verde;14;60000;840000
546;18/02/2022;Sur;Medellín;Erika;Pantalón;Azul;13;60000;780000
547;19/02/2022;Norte;Bucaramanga;Erika;Falda;Gris;50;65000;3250000
548;19/02/2022;Centro;Cali;Fernanda;Zapatos;Blanco;48;84000;4032000
549;19/02/2022;Sur;Cartagena;Fernanda;Chaqueta;Azul;10;130000;1300000
550;19/02/2022;Sur;Bogotá;Erika;Pantalón;Negro;16;60000;960000
551;20/02/2022;Centro;Bogotá;Erika;Falda;Negro;34;65000;2210000
551;20/02/2022;Norte;Medellín;Fernanda;Zapatos;Negro;48;84000;4032000
551;20/02/2022;Sur;Bucaramanga;Fernanda;Falda;Negro;25;65000;1625000
551;21/02/2022;Norte;Bogotá;Sonia;Chaqueta;Gris;50;130000;6500000
551;21/02/2022;Centro;Barranquilla;Fernanda;Pantalón;Azul;41;60000;2460000
552;22/02/2022;Centro;Bucaramanga;Erika;Pantalón;Blanco;5;60000;300000
553;22/02/2022;Norte;Barranquilla;Claudia;Camisa;Gris;49;45000;2205000
553;23/02/2022;Norte;Cali;Sonia;Buzo;Blanco;44;52000;2288000
554;23/02/2022;Centro;Bogotá;Sonia;Pantalón;Amarillo;7;60000;420000
554;23/02/2022;Norte;Bucaramanga;Erika;Falda;Rojo;35;65000;2275000
554;23/02/2022;Norte;Barranquilla;Claudia;Chaqueta;Rojo;32;130000;4160000
554;24/02/2022;Norte;Cali;Fernanda;Zapatos;Gris;43;84000;3612000
555;24/02/2022;Norte;Barranquilla;Fernanda;Falda;Fucsia;48;65000;3120000
556;24/02/2022;Norte;Medellín;Fernanda;Pantalón;Fucsia;49;60000;2940000
556;25/02/2022;Centro;Bogotá;Claudia;Buzo;Gris;49;52000;2548000
556;25/02/2022;Sur;Barranquilla;Sonia;Camisa;Verde;39;45000;1755000
557;26/02/2022;Sur;Barranquilla;Fernanda;Zapatos;Rojo;26;84000;2184000
558;27/02/2022;Sur;Bucaramanga;Erika;Camisa;Negro;22;45000;990000
559;27/02/2022;Norte;Cartagena;Sonia;Zapatos;Verde;47;84000;3948000
559;27/02/2022;Sur;Cartagena;Erika;Camisa;Fucsia;6;45000;270000
559;27/02/2022;Sur;Bogotá;Claudia;Pantalón;Fucsia;20;60000;1200000
559;27/02/2022;Norte;Bucaramanga;Sonia;Falda;Verde;20;65000;1300000
560;28/02/2022;Norte;Barranquilla;Claudia;Camisa;Rojo;20;45000;900000
560;28/02/2022;Sur;Cartagena;Fernanda;Chaqueta;Gris;24;130000;3120000
561;28/02/2022;Norte;Bogotá;Claudia;Pantalón;Gris;10;60000;600000
561;1/03/2022;Sur;Bucaramanga;Erika;Buzo;Verde;6;52000;312000
562;1/03/2022;Sur;Medellín;Claudia;Camisa;Negro;29;45000;1305000
562;1/03/2022;Sur;Barranquilla;Sonia;Zapatos;Rojo;30;84000;2520000
563;1/03/2022;Sur;Barranquilla;Fernanda;Camisa;Negro;45;45000;2025000
563;1/03/2022;Norte;Cali;Sonia;Buzo;Amarillo;50;52000;2600000
564;2/03/2022;Norte;Cartagena;Fernanda;Camisa;Blanco;3;45000;135000
565;3/03/2022;Sur;Bucaramanga;Fernanda;Pantalón;Amarillo;30;60000;1800000
565;3/03/2022;Sur;Barranquilla;Sonia;Chaqueta;Blanco;27;130000;3510000
566;4/03/2022;Centro;Barranquilla;Sonia;Buzo;Rojo;15;52000;780000
567;5/03/2022;Centro;Medellín;Fernanda;Chaqueta;Blanco;28;130000;3640000
567;5/03/2022;Norte;Medellín;Erika;Zapatos;Rojo;20;84000;1680000
568;5/03/2022;Centro;Bucaramanga;Erika;Falda;Gris;16;65000;1040000
569;6/03/2022;Sur;Cali;Erika;Falda;Fucsia;1;65000;65000
569;7/03/2022;Centro;Bucaramanga;Fernanda;Camisa;Verde;45;45000;2025000
569;8/03/2022;Norte;Barranquilla;Claudia;Pantalón;Negro;29;60000;1740000
569;8/03/2022;Norte;Cartagena;Sonia;Pantalón;Rojo;32;60000;1920000
569;8/03/2022;Centro;Bogotá;Sonia;Pantalón;Fucsia;3;60000;180000
569;9/03/2022;Norte;Medellín;Sonia;Falda;Negro;6;65000;390000
570;9/03/2022;Norte;Barranquilla;Erika;Falda;Negro;38;65000;2470000
571;9/03/2022;Centro;Bogotá;Fernanda;Zapatos;Gris;4;84000;336000
572;9/03/2022;Centro;Cartagena;Claudia;Buzo;Verde;47;52000;2444000
573;10/03/2022;Centro;Barranquilla;Erika;Zapatos;Fucsia;19;84000;1596000
574;10/03/2022;Centro;Cali;Erika;Falda;Negro;10;65000;650000
574;10/03/2022;Centro;Medellín;Sonia;Falda;Fucsia;46;65000;2990000
575;11/03/2022;Norte;Bogotá;Claudia;Falda;Rojo;16;65000;1040000
576;11/03/2022;Norte;Barranquilla;Fernanda;Pantalón;Rojo;10;60000;600000
577;11/03/2022;Centro;Bucaramanga;Erika;Pantalón;Rojo;16;60000;960000
577;12/03/2022;Sur;Cartagena;Erika;Camisa;Amarillo;7;45000;315000
578;12/03/2022;Sur;Medellín;Fernanda;Chaqueta;Negro;24;130000;3120000
579;13/03/2022;Centro;Bucaramanga;Erika;Pantalón;Negro;32;60000;1920000
580;14/03/2022;Centro;Bogotá;Fernanda;Falda;Amarillo;16;65000;1040000
580;14/03/2022;Sur;Barranquilla;Claudia;Buzo;Gris;29;52000;1508000
580;15/03/2022;Centro;Cartagena;Claudia;Camisa;Azul;15;45000;675000
581;15/03/2022;Norte;Bogotá;Sonia;Chaqueta;Negro;7;130000;910000
582;15/03/2022;Sur;Cali;Sonia;Camisa;Negro;17;45000;765000
583;15/03/2022;Centro;Cali;Fernanda;Camisa;Amarillo;14;45000;630000
583;16/03/2022;Sur;Cali;Claudia;Zapatos;Azul;40;84000;3360000
584;16/03/2022;Norte;Barranquilla;Erika;Pantalón;Amarillo;2;60000;120000
585;16/03/2022;Sur;Medellín;Claudia;Buzo;Amarillo;40;52000;2080000
586;16/03/2022;Sur;Cali;Claudia;Falda;Negro;46;65000;2990000
586;17/03/2022;Centro;Bogotá;Claudia;Pantalón;Negro;21;60000;1260000
587;17/03/2022;Sur;Bogotá;Claudia;Chaqueta;Amarillo;16;130000;2080000
588;18/03/2022;Norte;Bogotá;Erika;Buzo;Negro;27;52000;1404000
588;18/03/2022;Norte;Bogotá;Erika;Camisa;Gris;11;45000;495000
589;19/03/2022;Norte;Cali;Erika;Falda;Negro;24;65000;1560000
590;19/03/2022;Centro;Bucaramanga;Erika;Falda;Fucsia;47;65000;3055000
590;19/03/2022;Norte;Cali;Claudia;Falda;Verde;35;65000;2275000
591;19/03/2022;Sur;Medellín;Fernanda;Falda;Gris;34;65000;2210000
591;20/03/2022;Sur;Cartagena;Erika;Buzo;Gris;43;52000;2236000
591;20/03/2022;Sur;Cartagena;Claudia;Buzo;Azul;21;52000;1092000
592;20/03/2022;Centro;Bogotá;Claudia;Camisa;Amarillo;23;45000;1035000
593;21/03/2022;Centro;Barranquilla;Fernanda;Camisa;Gris;16;45000;720000
594;21/03/2022;Centro;Barranquilla;Erika;Pantalón;Negro;2;60000;120000
595;21/03/2022;Sur;Bucaramanga;Erika;Chaqueta;Amarillo;41;130000;5330000
596;21/03/2022;Norte;Cartagena;Fernanda;Falda;Amarillo;12;65000;780000
597;21/03/2022;Sur;Bucaramanga;Sonia;Zapatos;Gris;29;84000;2436000
598;23/03/2022;Norte;Bogotá;Sonia;Buzo;Amarillo;39;52000;2028000
599;23/03/2022;Centro;Cali;Erika;Camisa;Negro;21;45000;945000
599;23/03/2022;Sur;Medellín;Fernanda;Camisa;Rojo;11;45000;495000
600;23/03/2022;Norte;Cartagena;Fernanda;Falda;Blanco;6;65000;390000
600;24/03/2022;Norte;Cartagena;Claudia;Pantalón;Gris;22;60000;1320000
601;24/03/2022;Centro;Bogotá;Sonia;Camisa;Verde;48;45000;2160000
602;24/03/2022;Norte;Bogotá;Claudia;Buzo;Rojo;12;52000;624000
602;24/03/2022;Norte;Barranquilla;Claudia;Falda;Fucsia;15;65000;975000
602;25/03/2022;Centro;Medellín;Erika;Camisa;Negro;42;45000;1890000
602;25/03/2022;Norte;Barranquilla;Sonia;Chaqueta;Gris;47;130000;6110000
602;25/03/2022;Centro;Bogotá;Fernanda;Zapatos;Rojo;15;84000;1260000
603;25/03/2022;Sur;Cartagena;Fernanda;Buzo;Rojo;5;52000;260000
604;26/03/2022;Norte;Bogotá;Fernanda;Zapatos;Rojo;1;84000;84000
605;26/03/2022;Centro;Medellín;Erika;Chaqueta;Amarillo;45;130000;5850000
606;27/03/2022;Centro;Cali;Fernanda;Zapatos;Rojo;24;84000;2016000
607;27/03/2022;Sur;Cali;Claudia;Chaqueta;Negro;7;130000;910000
607;27/03/2022;Norte;Cali;Claudia;Chaqueta;Amarillo;45;130000;5850000
608;27/03/2022;Norte;Medellín;Claudia;Buzo;Gris;13;52000;676000
608;29/03/2022;Sur;Cali;Claudia;Pantalón;Amarillo;44;60000;2640000
608;29/03/2022;Centro;Bogotá;Claudia;Pantalón;Rojo;1;60000;60000
608;30/03/2022;Centro;Bogotá;Fernanda;Chaqueta;Rojo;19;130000;2470000
609;30/03/2022;Norte;Barranquilla;Erika;Camisa;Amarillo;2;45000;90000
609;30/03/2022;Centro;Barranquilla;Claudia;Camisa;Negro;34;45000;1530000
609;31/03/2022;Sur;Cali;Fernanda;Falda;Gris;20;65000;1300000
609;1/04/2022;Norte;Cartagena;Claudia;Pantalón;Amarillo;7;60000;420000
609;1/04/2022;Norte;Cartagena;Erika;Chaqueta;Amarillo;29;130000;3770000
610;1/04/2022;Norte;Cali;Fernanda;Chaqueta;Fucsia;24;130000;3120000
610;2/04/2022;Sur;Bucaramanga;Claudia;Chaqueta;Negro;13;130000;1690000
610;2/04/2022;Centro;Cali;Erika;Zapatos;Blanco;4;84000;336000
611;3/04/2022;Norte;Cali;Erika;Chaqueta;Verde;22;130000;2860000
612;3/04/2022;Norte;Bucaramanga;Erika;Chaqueta;Rojo;29;130000;3770000
613;4/04/2022;Norte;Medellín;Claudia;Buzo;Gris;30;52000;1560000
613;4/04/2022;Centro;Cali;Fernanda;Camisa;Azul;30;45000;1350000
614;5/04/2022;Centro;Cali;Fernanda;Camisa;Fucsia;10;45000;450000
615;5/04/2022;Sur;Bucaramanga;Sonia;Buzo;Rojo;46;52000;2392000
616;6/04/2022;Norte;Bogotá;Claudia;Chaqueta;Negro;17;130000;2210000
617;6/04/2022;Sur;Medellín;Claudia;Zapatos;Negro;4;84000;336000
618;6/04/2022;Norte;Bogotá;Claudia;Chaqueta;Fucsia;8;130000;1040000
619;7/04/2022;Norte;Medellín;Sonia;Pantalón;Verde;5;60000;300000
620;7/04/2022;Centro;Cali;Erika;Buzo;Azul;40;52000;2080000
621;8/04/2022;Norte;Medellín;Fernanda;Chaqueta;Gris;42;130000;5460000
621;8/04/2022;Sur;Cali;Sonia;Buzo;Fucsia;49;52000;2548000
622;10/04/2022;Norte;Bucaramanga;Claudia;Chaqueta;Negro;13;130000;1690000
623;10/04/2022;Sur;Barranquilla;Claudia;Buzo;Amarillo;21;52000;1092000
623;10/04/2022;Centro;Cali;Claudia;Zapatos;Rojo;35;84000;2940000
624;11/04/2022;Sur;Bucaramanga;Claudia;Pantalón;Amarillo;15;60000;900000
625;12/04/2022;Norte;Cali;Erika;Chaqueta;Gris;47;130000;6110000
626;12/04/2022;Sur;Bogotá;Sonia;Chaqueta;Verde;14;130000;1820000
626;12/04/2022;Norte;Cali;Sonia;Zapatos;Blanco;40;84000;3360000
626;14/04/2022;Centro;Cali;Sonia;Buzo;Blanco;33;52000;1716000
627;14/04/2022;Norte;Bucaramanga;Sonia;Chaqueta;Amarillo;4;130000;520000
628;14/04/2022;Sur;Medellín;Claudia;Buzo;Rojo;24;52000;1248000
628;14/04/2022;Centro;Medellín;Claudia;Camisa;Verde;13;45000;585000
629;16/04/2022;Centro;Barranquilla;Sonia;Falda;Azul;10;65000;650000
629;16/04/2022;Centro;Cali;Erika;Falda;Azul;27;65000;1755000
630;17/04/2022;Sur;Medellín;Sonia;Chaqueta;Negro;12;130000;1560000
631;17/04/2022;Norte;Bogotá;Claudia;Zapatos;Rojo;50;84000;4200000
631;17/04/2022;Sur;Cartagena;Claudia;Pantalón;Fucsia;47;60000;2820000
631;19/04/2022;Sur;Bucaramanga;Sonia;Buzo;Azul;16;52000;832000
631;19/04/2022;Sur;Medellín;Erika;Falda;Blanco;8;65000;520000
631;20/04/2022;Norte;Medellín;Sonia;Pantalón;Amarillo;33;60000;1980000
632;20/04/2022;Sur;Cartagena;Sonia;Chaqueta;Negro;23;130000;2990000
632;21/04/2022;Sur;Medellín;Claudia;Chaqueta;Negro;42;130000;5460000
633;22/04/2022;Sur;Cartagena;Claudia;Zapatos;Gris;39;84000;3276000
634;22/04/2022;Sur;Cali;Erika;Buzo;Amarillo;11;52000;572000
635;22/04/2022;Centro;Bogotá;Fernanda;Zapatos;Fucsia;23;84000;1932000
636;23/04/2022;Norte;Bucaramanga;Sonia;Pantalón;Verde;26;60000;1560000
636;25/04/2022;Centro;Medellín;Claudia;Pantalón;Gris;41;60000;2460000
636;25/04/2022;Norte;Medellín;Fernanda;Chaqueta;Blanco;37;130000;4810000
636;26/04/2022;Sur;Cali;Erika;Zapatos;Azul;1;84000;84000
636;27/04/2022;Norte;Cali;Erika;Zapatos;Amarillo;45;84000;3780000
636;27/04/2022;Sur;Cali;Claudia;Camisa;Amarillo;20;45000;900000
636;27/04/2022;Sur;Cartagena;Claudia;Chaqueta;Rojo;2;130000;260000
636;28/04/2022;Centro;Barranquilla;Fernanda;Chaqueta;Rojo;20;130000;2600000
637;28/04/2022;Norte;Cartagena;Fernanda;Falda;Rojo;34;65000;2210000
637;28/04/2022;Centro;Barranquilla;Erika;Camisa;Fucsia;1;45000;45000
637;29/04/2022;Sur;Cali;Fernanda;Chaqueta;Fucsia;50;130000;6500000
637;29/04/2022;Sur;Bogotá;Sonia;Chaqueta;Blanco;9;130000;1170000
638;30/04/2022;Centro;Bucaramanga;Fernanda;Chaqueta;Gris;50;130000;6500000
639;30/04/2022;Sur;Barranquilla;Erika;Chaqueta;Azul;10;130000;1300000
640;30/04/2022;Norte;Barranquilla;Sonia;Pantalón;Amarillo;49;60000;2940000
640;30/04/2022;Sur;Cali;Erika;Chaqueta;Blanco;28;130000;3640000
641;1/05/2022;Sur;Medellín;Erika;Camisa;Verde;2;45000;90000
641;1/05/2022;Sur;Cali;Claudia;Falda;Rojo;21;65000;1365000
641;1/05/2022;Sur;Barranquilla;Sonia;Buzo;Fucsia;27;52000;1404000
642;1/05/2022;Centro;Medellín;Fernanda;Buzo;Verde;29;52000;1508000
642;1/05/2022;Norte;Bogotá;Sonia;Zapatos;Gris;48;84000;4032000
642;1/05/2022;Sur;Cali;Fernanda;Camisa;Amarillo;32;45000;1440000
643;2/05/2022;Norte;Bucaramanga;Claudia;Falda;Azul;12;65000;780000
643;2/05/2022;Centro;Barranquilla;Erika;Pantalón;Amarillo;21;60000;1260000
644;2/05/2022;Sur;Barranquilla;Sonia;Falda;Verde;29;65000;1885000
644;3/05/2022;Sur;Bucaramanga;Claudia;Falda;Azul;18;65000;1170000
645;4/05/2022;Norte;Cali;Erika;Buzo;Azul;4;52000;208000
645;5/05/2022;Norte;Cali;Erika;Zapatos;Azul;38;84000;3192000
645;6/05/2022;Norte;Bogotá;Claudia;Zapatos;Fucsia;32;84000;2688000
646;6/05/2022;Sur;Medellín;Sonia;Zapatos;Gris;36;84000;3024000
647;6/05/2022;Norte;Cartagena;Fernanda;Buzo;Blanco;31;52000;1612000
647;7/05/2022;Centro;Medellín;Claudia;Camisa;Gris;12;45000;540000
648;7/05/2022;Sur;Cali;Sonia;Falda;Azul;20;65000;1300000
648;8/05/2022;Norte;Cartagena;Sonia;Buzo;Verde;49;52000;2548000
649;8/05/2022;Centro;Barranquilla;Sonia;Zapatos;Negro;43;84000;3612000
649;8/05/2022;Norte;Cartagena;Erika;Camisa;Amarillo;17;45000;765000
649;9/05/2022;Norte;Medellín;Fernanda;Zapatos;Negro;7;84000;588000
649;9/05/2022;Centro;Barranquilla;Fernanda;Falda;Verde;21;65000;1365000
649;9/05/2022;Norte;Cartagena;Sonia;Pantalón;Negro;18;60000;1080000
650;10/05/2022;Sur;Bucaramanga;Claudia;Pantalón;Fucsia;4;60000;240000
651;10/05/2022;Norte;Bucaramanga;Claudia;Pantalón;Negro;22;60000;1320000
651;11/05/2022;Norte;Bucaramanga;Sonia;Pantalón;Azul;44;60000;2640000
652;11/05/2022;Norte;Cartagena;Erika;Chaqueta;Azul;25;130000;3250000
652;12/05/2022;Centro;Bogotá;Erika;Camisa;Amarillo;33;45000;1485000
653;12/05/2022;Centro;Cali;Erika;Buzo;Gris;4;52000;208000
654;13/05/2022;Sur;Bucaramanga;Fernanda;Chaqueta;Fucsia;41;130000;5330000
655;13/05/2022;Norte;Cartagena;Erika;Buzo;Blanco;28;52000;1456000
656;13/05/2022;Norte;Bogotá;Erika;Chaqueta;Fucsia;17;130000;2210000
656;14/05/2022;Sur;Barranquilla;Claudia;Camisa;Azul;40;45000;1800000
657;14/05/2022;Centro;Bogotá;Erika;Buzo;Gris;20;52000;1040000
658;14/05/2022;Norte;Cali;Erika;Chaqueta;Blanco;11;130000;1430000
658;15/05/2022;Centro;Bucaramanga;Fernanda;Camisa;Fucsia;48;45000;2160000
659;15/05/2022;Centro;Bogotá;Sonia;Pantalón;Azul;41;60000;2460000
659;16/05/2022;Centro;Cali;Erika;Falda;Azul;42;65000;2730000
660;16/05/2022;Centro;Cali;Sonia;Camisa;Verde;23;45000;1035000
661;17/05/2022;Norte;Medellín;Sonia;Zapatos;Negro;40;84000;3360000
661;17/05/2022;Norte;Cartagena;Claudia;Chaqueta;Verde;5;130000;650000
661;19/05/2022;Centro;Barranquilla;Sonia;Pantalón;Gris;44;60000;2640000
661;19/05/2022;Norte;Barranquilla;Sonia;Chaqueta;Rojo;44;130000;5720000
662;20/05/2022;Centro;Medellín;Fernanda;Chaqueta;Amarillo;14;130000;1820000
663;20/05/2022;Centro;Bogotá;Claudia;Pantalón;Negro;3;60000;180000
663;21/05/2022;Centro;Bucaramanga;Erika;Buzo;Negro;4;52000;208000
664;21/05/2022;Centro;Bogotá;Erika;Pantalón;Fucsia;21;60000;1260000
664;22/05/2022;Norte;Cali;Erika;Camisa;Gris;40;45000;1800000
665;22/05/2022;Sur;Barranquilla;Fernanda;Buzo;Amarillo;34;52000;1768000
665;23/05/2022;Centro;Bogotá;Fernanda;Chaqueta;Verde;50;130000;6500000
665;23/05/2022;Sur;Cali;Fernanda;Zapatos;Fucsia;42;84000;3528000
666;24/05/2022;Sur;Bogotá;Sonia;Falda;Azul;28;65000;1820000
666;24/05/2022;Sur;Cartagena;Sonia;Zapatos;Amarillo;11;84000;924000
667;24/05/2022;Norte;Cartagena;Sonia;Zapatos;Gris;46;84000;3864000
668;25/05/2022;Norte;Medellín;Claudia;Buzo;Verde;48;52000;2496000
669;25/05/2022;Centro;Medellín;Fernanda;Pantalón;Rojo;26;60000;1560000
669;25/05/2022;Sur;Medellín;Claudia;Camisa;Azul;40;45000;1800000
670;25/05/2022;Sur;Barranquilla;Fernanda;Falda;Verde;41;65000;2665000
670;25/05/2022;Norte;Barranquilla;Sonia;Falda;Amarillo;15;65000;975000
670;26/05/2022;Centro;Cartagena;Fernanda;Camisa;Azul;37;45000;1665000
670;26/05/2022;Centro;Cali;Sonia;Zapatos;Amarillo;2;84000;168000
670;27/05/2022;Sur;Medellín;Sonia;Chaqueta;Blanco;46;130000;5980000
671;28/05/2022;Centro;Cartagena;Sonia;Zapatos;Verde;31;84000;2604000
671;28/05/2022;Norte;Barranquilla;Claudia;Chaqueta;Negro;6;130000;780000
671;28/05/2022;Sur;Cartagena;Erika;Pantalón;Negro;14;60000;840000
671;28/05/2022;Norte;Medellín;Erika;Buzo;Negro;33;52000;1716000
672;29/05/2022;Centro;Cartagena;Erika;Camisa;Rojo;48;45000;2160000
673;29/05/2022;Centro;Cali;Fernanda;Falda;Amarillo;10;65000;650000
674;30/05/2022;Sur;Cali;Sonia;Pantalón;Negro;16;60000;960000
674;30/05/2022;Sur;Bucaramanga;Claudia;Camisa;Gris;36;45000;1620000
674;31/05/2022;Centro;Cartagena;Sonia;Buzo;Amarillo;34;52000;1768000
674;31/05/2022;Sur;Bucaramanga;Fernanda;Falda;Rojo;17;65000;1105000
674;31/05/2022;Sur;Bogotá;Fernanda;Falda;Azul;31;65000;2015000
674;1/06/2022;Sur;Cali;Sonia;Falda;Azul;48;65000;3120000
675;1/06/2022;Sur;Barranquilla;Erika;Camisa;Blanco;30;45000;1350000
675;1/06/2022;Norte;Medellín;Sonia;Camisa;Negro;39;45000;1755000
676;2/06/2022;Sur;Barranquilla;Claudia;Buzo;Gris;26;52000;1352000
676;2/06/2022;Sur;Cartagena;Fernanda;Falda;Rojo;37;65000;2405000
677;2/06/2022;Norte;Cali;Sonia;Buzo;Fucsia;46;52000;2392000
678;2/06/2022;Sur;Bucaramanga;Fernanda;Chaqueta;Amarillo;30;130000;3900000
678;3/06/2022;Centro;Cali;Sonia;Zapatos;Fucsia;23;84000;1932000
679;3/06/2022;Sur;Medellín;Sonia;Pantalón;Verde;15;60000;900000
679;4/06/2022;Centro;Cartagena;Sonia;Pantalón;Rojo;18;60000;1080000
680;4/06/2022;Centro;Cartagena;Fernanda;Zapatos;Gris;47;84000;3948000
681;4/06/2022;Norte;Medellín;Sonia;Zapatos;Rojo;40;84000;3360000
681;5/06/2022;Norte;Barranquilla;Sonia;Zapatos;Amarillo;41;84000;3444000
682;6/06/2022;Centro;Bucaramanga;Fernanda;Chaqueta;Fucsia;3;130000;390000
682;6/06/2022;Norte;Cali;Sonia;Falda;Amarillo;18;65000;1170000
683;7/06/2022;Sur;Cartagena;Sonia;Falda;Rojo;49;65000;3185000
683;7/06/2022;Centro;Bogotá;Erika;Camisa;Verde;18;45000;810000
684;7/06/2022;Norte;Bogotá;Erika;Buzo;Verde;1;52000;52000
684;8/06/2022;Sur;Medellín;Sonia;Falda;Verde;35;65000;2275000
